"","Location","Music","Price","Sales","Income","Cost","Profit"
"2363","CityHall","Alternative",40,6,240,842,-602
"2364","Zoo","Alternative",35,12,420,884,-464
"2365","Park","Alternative",28,78,2184,1346,838
"2366","Park","Alternative",35,32,1120,1024,96
"2367","Zoo","HipHop",28,56,1568,1192,376
"2368","Business","HipHop",32,11,352,877,-525
"2369","Business","HipHop",32,36,1152,1052,100
"2370","Zoo","HipHop",40,15,600,905,-305
"2371","Park","Alternative",32,58,1856,1206,650
"2372","Park","HipHop",28,58,1624,1206,418
"2373","Business","HipHop",40,16,640,912,-272
"2374","Park","HipHop",40,13,520,891,-371
"2375","Park","HipHop",28,62,1736,1234,502
"2376","Zoo","HipHop",32,36,1152,1052,100
"2377","CityHall","Alternative",35,18,630,926,-296
"2378","Park","Alternative",32,36,1152,1052,100
"2379","Zoo","Alternative",32,18,576,926,-350
"2380","Zoo","HipHop",35,12,420,884,-464
"2381","Business","HipHop",28,24,672,968,-296
"2382","Business","HipHop",35,22,770,954,-184
"2383","Zoo","Alternative",35,24,840,968,-128
"2384","CityHall","HipHop",40,18,720,926,-206
"2385","Park","HipHop",40,24,960,968,-8
"2386","Park","HipHop",32,45,1440,1115,325
"2387","Business","HipHop",28,60,1680,1220,460
"2388","Park","Alternative",28,58,1624,1206,418
"2389","CityHall","HipHop",32,15,480,905,-425
"2390","Park","HipHop",35,28,980,996,-16
"2391","Business","HipHop",32,12,384,884,-500
"2392","Business","Alternative",35,14,490,898,-408
"2393","Zoo","Alternative",35,12,420,884,-464
"2394","CityHall","HipHop",35,29,1015,1003,12
"2395","Park","Alternative",40,28,1120,996,124
"2396","Park","HipHop",40,18,720,926,-206
"2397","Zoo","HipHop",40,2,80,814,-734
"2398","CityHall","Alternative",28,38,1064,1066,-2
"2399","Zoo","HipHop",32,40,1280,1080,200
"2400","CityHall","Alternative",28,57,1596,1199,397
"2401","Zoo","Alternative",40,9,360,863,-503
"2402","Business","HipHop",40,0,0,800,-800
"2403","Park","HipHop",35,18,630,926,-296
"2404","Zoo","Alternative",32,39,1248,1073,175
"2405","Business","HipHop",35,22,770,954,-184
"2406","Zoo","Alternative",28,50,1400,1150,250
"2407","Park","HipHop",28,56,1568,1192,376
"2408","CityHall","HipHop",40,19,760,933,-173
"2409","Business","Alternative",28,50,1400,1150,250
"2410","Business","Alternative",40,18,720,926,-206
"2411","Park","HipHop",32,37,1184,1059,125
"2412","CityHall","HipHop",35,24,840,968,-128
"2413","Business","Alternative",32,14,448,898,-450
"2414","CityHall","HipHop",28,41,1148,1087,61
"2415","Business","Alternative",32,40,1280,1080,200
"2416","CityHall","Alternative",35,20,700,940,-240
"2417","Zoo","HipHop",40,16,640,912,-272
"2418","Park","Alternative",35,34,1190,1038,152
"2419","Zoo","HipHop",28,6,168,842,-674
"2420","CityHall","Alternative",32,34,1088,1038,50
"2421","Business","HipHop",35,3,105,821,-716
"2422","Park","Alternative",35,24,840,968,-128
"2423","CityHall","Alternative",35,30,1050,1010,40
"2424","Park","Alternative",35,24,840,968,-128
"2425","Business","Alternative",28,49,1372,1143,229
"2426","Business","Alternative",40,10,400,870,-470
"2427","CityHall","Alternative",32,32,1024,1024,0
"2428","Business","Alternative",28,18,504,926,-422
"2429","Park","Alternative",28,55,1540,1185,355
"2430","CityHall","Alternative",40,16,640,912,-272
"2431","CityHall","Alternative",35,20,700,940,-240
"2432","CityHall","Alternative",40,4,160,828,-668
"2433","CityHall","HipHop",28,56,1568,1192,376
"2434","CityHall","HipHop",40,10,400,870,-470
"2435","Business","HipHop",32,30,960,1010,-50
"2436","Park","HipHop",40,25,1000,975,25
"2437","Zoo","HipHop",35,10,350,870,-520
"2438","Business","Alternative",40,2,80,814,-734
"2439","Park","HipHop",32,36,1152,1052,100
"2440","Zoo","Alternative",35,6,210,842,-632
"2441","Zoo","HipHop",40,12,480,884,-404
"2442","CityHall","HipHop",32,28,896,996,-100
"2443","Park","Alternative",32,46,1472,1122,350
"2444","Business","Alternative",40,24,960,968,-8
"2445","CityHall","Alternative",28,42,1176,1094,82
"2446","Business","Alternative",35,21,735,947,-212
"2447","Park","HipHop",35,40,1400,1080,320
"2448","CityHall","HipHop",40,13,520,891,-371
"2449","Zoo","HipHop",28,52,1456,1164,292
"2450","Zoo","Alternative",32,40,1280,1080,200
"2451","Zoo","Alternative",40,19,760,933,-173
"2452","Park","Alternative",40,20,800,940,-140
"2453","Zoo","HipHop",35,6,210,842,-632
"2454","Park","HipHop",35,23,805,961,-156
"2455","CityHall","Alternative",32,48,1536,1136,400
"2456","Business","Alternative",28,55,1540,1185,355
"2457","Zoo","HipHop",40,0,0,800,-800
"2458","Zoo","HipHop",32,17,544,919,-375
"2459","Park","Alternative",28,58,1624,1206,418
"2460","Zoo","HipHop",28,38,1064,1066,-2
"2461","Zoo","Alternative",35,21,735,947,-212
"2462","Park","Alternative",40,19,760,933,-173
"2463","Zoo","HipHop",28,58,1624,1206,418
"2464","Business","HipHop",40,12,480,884,-404
"2465","Business","Alternative",35,8,280,856,-576
"2466","Business","HipHop",35,26,910,982,-72
"2467","Zoo","HipHop",35,26,910,982,-72
"2468","Business","HipHop",28,54,1512,1178,334
"2469","CityHall","HipHop",35,27,945,989,-44
"2470","Park","Alternative",32,42,1344,1094,250
"2471","Business","HipHop",32,38,1216,1066,150
"2472","Zoo","Alternative",40,16,640,912,-272
"2473","Park","Alternative",32,62,1984,1234,750
"2474","CityHall","HipHop",32,33,1056,1031,25
"2475","Business","Alternative",35,13,455,891,-436
"2476","Park","Alternative",40,18,720,926,-206
"2477","CityHall","HipHop",28,44,1232,1108,124
"2478","Business","HipHop",40,12,480,884,-404
"2479","Zoo","Alternative",28,55,1540,1185,355
"2480","Business","Alternative",32,27,864,989,-125
"2481","Park","HipHop",28,61,1708,1227,481
"2482","Business","Alternative",32,39,1248,1073,175
"2483","CityHall","HipHop",32,44,1408,1108,300
"2484","Park","Alternative",35,36,1260,1052,208
"2485","Zoo","Alternative",32,23,736,961,-225
"2486","CityHall","Alternative",40,19,760,933,-173
"2487","Park","HipHop",32,38,1216,1066,150
"2488","Park","HipHop",28,74,2072,1318,754
"2489","CityHall","HipHop",28,69,1932,1283,649
"2490","Park","Alternative",28,78,2184,1346,838
"2491","Zoo","HipHop",32,13,416,891,-475
"2492","Business","HipHop",40,16,640,912,-272
"2493","CityHall","HipHop",35,22,770,954,-184
"2494","Zoo","Alternative",40,0,0,800,-800
"2495","Zoo","Alternative",28,54,1512,1178,334
"2496","CityHall","Alternative",32,20,640,940,-300
"2497","Business","HipHop",28,53,1484,1171,313
"2498","Business","HipHop",32,36,1152,1052,100
"2499","Zoo","Alternative",28,26,728,982,-254
"2500","CityHall","Alternative",28,72,2016,1304,712
"2501","CityHall","Alternative",40,8,320,856,-536
"2502","Park","HipHop",28,58,1624,1206,418
"2503","Business","HipHop",40,12,480,884,-404
"2504","Business","Alternative",35,4,140,828,-688
"2505","CityHall","Alternative",32,42,1344,1094,250
"2506","Business","HipHop",40,6,240,842,-602
"2507","CityHall","Alternative",35,18,630,926,-296
"2508","Business","HipHop",28,44,1232,1108,124
"2509","CityHall","HipHop",40,14,560,898,-338
"2510","Zoo","HipHop",40,2,80,814,-734
"2511","CityHall","HipHop",40,20,800,940,-140
"2512","Park","HipHop",32,56,1792,1192,600
"2513","Zoo","HipHop",28,20,560,940,-380
"2514","CityHall","Alternative",32,28,896,996,-100
"2515","Zoo","Alternative",35,18,630,926,-296
"2516","Park","Alternative",32,48,1536,1136,400
"2517","Business","Alternative",28,18,504,926,-422
"2518","Park","Alternative",35,39,1365,1073,292
"2519","Business","HipHop",28,56,1568,1192,376
"2520","CityHall","HipHop",28,55,1540,1185,355
"2521","Park","HipHop",32,50,1600,1150,450
"2522","Business","Alternative",28,51,1428,1157,271
"2523","Park","Alternative",35,38,1330,1066,264
"2524","CityHall","HipHop",32,43,1376,1101,275
"2525","Business","Alternative",35,23,805,961,-156
"2526","CityHall","HipHop",40,10,400,870,-470
"2527","Business","Alternative",28,50,1400,1150,250
"2528","Zoo","Alternative",35,16,560,912,-352
"2529","Zoo","Alternative",32,28,896,996,-100
"2530","CityHall","HipHop",40,4,160,828,-668
"2531","Business","Alternative",32,26,832,982,-150
"2532","CityHall","Alternative",40,16,640,912,-272
"2533","Business","HipHop",32,37,1184,1059,125
"2534","Park","Alternative",40,18,720,926,-206
"2535","Park","HipHop",40,17,680,919,-239
"2536","Business","HipHop",35,2,70,814,-744
"2537","Zoo","HipHop",32,16,512,912,-400
"2538","Business","Alternative",28,54,1512,1178,334
"2539","Park","Alternative",40,20,800,940,-140
"2540","Business","Alternative",32,31,992,1017,-25
"2541","Zoo","Alternative",40,20,800,940,-140
"2542","Park","HipHop",35,24,840,968,-128
"2543","CityHall","Alternative",28,70,1960,1290,670
"2544","CityHall","Alternative",28,43,1204,1101,103
"2545","Business","HipHop",32,44,1408,1108,300
"2546","Zoo","Alternative",32,40,1280,1080,200
"2547","Business","HipHop",28,18,504,926,-422
"2548","Zoo","Alternative",28,62,1736,1234,502
"2549","Park","HipHop",40,10,400,870,-470
"2550","Zoo","Alternative",28,59,1652,1213,439
"2551","Park","Alternative",32,48,1536,1136,400
"2552","Park","Alternative",32,45,1440,1115,325
"2553","Park","HipHop",32,45,1440,1115,325
"2554","Park","HipHop",40,16,640,912,-272
"2555","Zoo","HipHop",35,24,840,968,-128
"2556","Zoo","Alternative",32,18,576,926,-350
"2557","Zoo","HipHop",28,53,1484,1171,313
"2558","Park","Alternative",28,62,1736,1234,502
"2559","CityHall","HipHop",32,24,768,968,-200
"2560","Park","HipHop",35,24,840,968,-128
"2561","CityHall","HipHop",32,37,1184,1059,125
"2562","Zoo","HipHop",32,45,1440,1115,325
"2563","Park","Alternative",32,50,1600,1150,450
"2564","Business","HipHop",35,28,980,996,-16
"2565","Business","Alternative",40,12,480,884,-404
"2566","Zoo","Alternative",28,26,728,982,-254
"2567","CityHall","HipHop",35,26,910,982,-72
"2568","Business","Alternative",32,35,1120,1045,75
"2569","Zoo","HipHop",40,12,480,884,-404
"2570","CityHall","Alternative",40,14,560,898,-338
"2571","Zoo","Alternative",35,23,805,961,-156
"2572","Zoo","HipHop",28,52,1456,1164,292
"2573","Zoo","HipHop",32,31,992,1017,-25
"2574","Zoo","HipHop",28,46,1288,1122,166
"2575","Zoo","HipHop",35,9,315,863,-548
"2576","Zoo","HipHop",40,10,400,870,-470
"2577","CityHall","HipHop",32,22,704,954,-250
"2578","Business","HipHop",32,13,416,891,-475
"2579","Park","HipHop",40,10,400,870,-470
"2580","CityHall","HipHop",35,26,910,982,-72
"2581","Zoo","Alternative",35,10,350,870,-520
"2582","Business","Alternative",40,20,800,940,-140
"2583","Business","HipHop",35,23,805,961,-156
"2584","Zoo","Alternative",40,20,800,940,-140
"2585","Business","HipHop",28,48,1344,1136,208
"2586","CityHall","Alternative",35,32,1120,1024,96
"2587","Park","HipHop",28,75,2100,1325,775
"2588","Park","Alternative",35,29,1015,1003,12
"2589","Zoo","HipHop",40,12,480,884,-404
"2590","Business","Alternative",32,22,704,954,-250
"2591","Zoo","HipHop",32,32,1024,1024,0
"2592","Park","HipHop",28,66,1848,1262,586
"2593","Park","Alternative",40,27,1080,989,91
"2594","Zoo","HipHop",35,20,700,940,-240
"2595","Park","HipHop",35,14,490,898,-408
"2596","Zoo","Alternative",40,12,480,884,-404
"2597","CityHall","HipHop",28,67,1876,1269,607
"2598","Business","HipHop",35,17,595,919,-324
"2599","CityHall","Alternative",28,28,784,996,-212
"2600","Park","Alternative",40,12,480,884,-404
"2601","Park","HipHop",35,32,1120,1024,96
"2602","Zoo","HipHop",35,20,700,940,-240
"2603","Zoo","Alternative",40,10,400,870,-470
"2604","Park","Alternative",28,86,2408,1402,1006
"2605","CityHall","HipHop",28,29,812,1003,-191
"2606","CityHall","HipHop",28,49,1372,1143,229
"2607","Business","HipHop",40,15,600,905,-305
"2608","CityHall","Alternative",40,4,160,828,-668
"2609","Business","Alternative",40,12,480,884,-404
"2610","Business","Alternative",40,0,0,800,-800
"2611","CityHall","Alternative",32,52,1664,1164,500
"2612","CityHall","Alternative",32,6,192,842,-650
"2613","Park","HipHop",28,60,1680,1220,460
"2614","CityHall","HipHop",35,22,770,954,-184
"2615","CityHall","Alternative",35,30,1050,1010,40
"2616","Park","HipHop",32,36,1152,1052,100
"2617","Park","Alternative",28,59,1652,1213,439
"2618","Business","HipHop",40,16,640,912,-272
"2619","Business","HipHop",32,22,704,954,-250
"2620","CityHall","Alternative",35,33,1155,1031,124
"2621","Business","Alternative",35,21,735,947,-212
"2622","Park","Alternative",35,25,875,975,-100
"2623","Zoo","Alternative",28,44,1232,1108,124
"2624","Park","Alternative",28,58,1624,1206,418
"2625","CityHall","Alternative",28,60,1680,1220,460
"2626","Park","HipHop",28,52,1456,1164,292
"2627","Zoo","Alternative",32,44,1408,1108,300
"2628","CityHall","Alternative",40,12,480,884,-404
"2629","CityHall","HipHop",35,14,490,898,-408
"2630","Business","Alternative",35,22,770,954,-184
"2631","Park","HipHop",28,62,1736,1234,502
"2632","Zoo","HipHop",28,40,1120,1080,40
"2633","Zoo","HipHop",28,53,1484,1171,313
"2634","Zoo","HipHop",28,52,1456,1164,292
"2635","Park","HipHop",28,66,1848,1262,586
"2636","Park","HipHop",28,56,1568,1192,376
"2637","Park","HipHop",28,48,1344,1136,208
"2638","Business","HipHop",32,36,1152,1052,100
"2639","Business","HipHop",28,42,1176,1094,82
"2640","Park","HipHop",32,32,1024,1024,0
"2641","Park","HipHop",40,20,800,940,-140
"2642","Park","HipHop",40,24,960,968,-8
"2643","Park","HipHop",40,22,880,954,-74
"2644","Park","HipHop",40,18,720,926,-206
"2645","Park","HipHop",40,20,800,940,-140
"2646","Park","HipHop",40,25,1000,975,25
"2647","Park","HipHop",32,44,1408,1108,300
"2648","Park","HipHop",32,39,1248,1073,175
"2649","Park","HipHop",32,42,1344,1094,250
"2650","Park","HipHop",40,20,800,940,-140
"2651","Park","HipHop",40,16,640,912,-272
"2652","Park","HipHop",40,32,1280,1024,256
"2653","Park","HipHop",40,20,800,940,-140
"2654","Park","HipHop",40,24,960,968,-8
"2655","Park","HipHop",40,12,480,884,-404
"2656","Park","HipHop",40,26,1040,982,58
"2657","Park","HipHop",40,18,720,926,-206
"2658","Park","HipHop",40,14,560,898,-338
"2659","Park","HipHop",40,16,640,912,-272
"2660","Park","HipHop",40,24,960,968,-8
"2661","Park","HipHop",40,17,680,919,-239
"2662","Park","HipHop",40,16,640,912,-272
"2663","Park","HipHop",40,10,400,870,-470
"2664","Park","HipHop",40,24,960,968,-8
"2665","Park","HipHop",40,25,1000,975,25
"2666","Park","HipHop",40,24,960,968,-8
"2667","Park","HipHop",40,22,880,954,-74
"2668","Park","HipHop",40,14,560,898,-338
"2669","Park","HipHop",40,17,680,919,-239
"2670","Park","HipHop",40,9,360,863,-503
"2671","Park","HipHop",40,16,640,912,-272
"2672","Park","HipHop",40,27,1080,989,91
"2673","Park","HipHop",40,12,480,884,-404
"2674","Park","HipHop",40,14,560,898,-338
"2675","Park","HipHop",40,11,440,877,-437
"2676","Park","HipHop",40,20,800,940,-140
"2677","Park","HipHop",32,55,1760,1185,575
"2678","Park","HipHop",32,36,1152,1052,100
"2679","Park","HipHop",32,46,1472,1122,350
"2680","Business","HipHop",32,24,768,968,-200
"2681","Business","HipHop",32,9,288,863,-575
"2682","Business","HipHop",32,32,1024,1024,0
"2683","Park","HipHop",32,52,1664,1164,500
"2684","Park","HipHop",32,35,1120,1045,75
"2685","Park","HipHop",32,41,1312,1087,225
"2686","Park","HipHop",32,52,1664,1164,500
"2687","Park","HipHop",32,46,1472,1122,350
"2688","Park","HipHop",32,48,1536,1136,400
"2689","Park","HipHop",32,50,1600,1150,450
"2690","Park","HipHop",32,32,1024,1024,0
"2691","Park","HipHop",32,46,1472,1122,350
"2692","Park","HipHop",32,36,1152,1052,100
"2693","Park","HipHop",32,47,1504,1129,375
"2694","Park","HipHop",32,47,1504,1129,375
"2695","Park","HipHop",32,56,1792,1192,600
"2696","Park","HipHop",32,38,1216,1066,150
"2697","Park","HipHop",32,40,1280,1080,200
"2698","Park","HipHop",32,52,1664,1164,500
"2699","Park","HipHop",32,36,1152,1052,100
"2700","Park","HipHop",32,32,1024,1024,0
"2701","Park","HipHop",32,46,1472,1122,350
"2702","Park","HipHop",32,40,1280,1080,200
"2703","Park","HipHop",32,58,1856,1206,650
"2704","Park","HipHop",32,34,1088,1038,50
"2705","Park","HipHop",32,48,1536,1136,400
"2706","Park","HipHop",32,43,1376,1101,275
"2707","Park","HipHop",32,50,1600,1150,450
"2708","Park","HipHop",32,38,1216,1066,150
"2709","Park","HipHop",32,36,1152,1052,100
"2710","Park","HipHop",32,52,1664,1164,500
"2711","Park","HipHop",32,43,1376,1101,275
"2712","Park","HipHop",32,40,1280,1080,200
"2713","Park","HipHop",32,44,1408,1108,300
"2714","Park","HipHop",32,44,1408,1108,300
"2715","Park","HipHop",32,38,1216,1066,150
"2716","Park","HipHop",32,44,1408,1108,300
"2717","Park","HipHop",32,46,1472,1122,350
"2718","Park","HipHop",32,58,1856,1206,650
"2719","Park","HipHop",28,49,1372,1143,229
"2720","Park","HipHop",32,52,1664,1164,500
"2721","Park","HipHop",28,52,1456,1164,292
"2722","Park","HipHop",32,46,1472,1122,350
"2723","Park","HipHop",28,76,2128,1332,796
"2724","Park","HipHop",32,44,1408,1108,300
